Date,High,Low,Open,Close,Volume,Adj Close
2016-07-18,69.45999908447266,68.72000122070312,69.20999908447266,69.05999755859375,323700.0,68.44047546386719
2016-07-19,73.98999786376953,71.33000183105469,71.33000183105469,72.01000213623047,923500.0,71.364013671875
2016-07-20,75.70999908447266,72.4000015258789,72.81999969482422,75.47000122070312,604100.0,74.79297637939453
2016-07-21,72.86000061035156,70.33000183105469,70.52999877929688,71.72000122070312,4153500.0,71.07661437988281
2016-07-22,72.98999786376953,71.5199966430664,72.18000030517578,72.5,1001400.0,71.84962463378906
2016-07-25,72.97000122070312,72.0999984741211,72.73999786376953,72.88999938964844,673900.0,72.23612976074219
2016-07-26,73.97000122070312,73.0,73.0999984741211,73.87999725341797,468600.0,73.21722412109375
2016-07-27,74.69999694824219,73.31999969482422,74.38999938964844,74.52999877929688,490700.0,73.86140441894531
2016-07-28,74.95999908447266,72.9800033569336,74.4800033569336,73.80000305175781,642700.0,73.13797760009766
2016-07-29,74.43000030517578,72.3499984741211,73.41999816894531,73.20999908447266,779700.0,72.55326080322266
2016-08-01,73.62999725341797,72.05999755859375,72.93000030517578,72.55000305175781,469400.0,71.899169921875
2016-08-02,72.52999877929688,69.68000030517578,72.43000030517578,69.7699966430664,452400.0,69.14409637451172
2016-08-03,70.88999938964844,69.61000061035156,69.81999969482422,70.63999938964844,389400.0,70.00631713867188
2016-08-04,71.73999786376953,70.4800033569336,70.80999755859375,71.12999725341797,281200.0,70.49190521240234
2016-08-05,72.76000213623047,71.80000305175781,71.9000015258789,72.43000030517578,284700.0,71.7802505493164
2016-08-08,73.0,71.61000061035156,72.41999816894531,71.91999816894531,230300.0,71.27481079101562
2016-08-09,72.54000091552734,71.61000061035156,71.81999969482422,72.43000030517578,162800.0,71.7802505493164
2016-08-10,72.58999633789062,71.12999725341797,72.58999633789062,71.83999633789062,195800.0,71.1955337524414
2016-08-11,72.31999969482422,71.0199966430664,72.13999938964844,71.80000305175781,250100.0,71.15591430664062
2016-08-12,72.31999969482422,71.25,71.37000274658203,72.19999694824219,204500.0,71.55229949951172
2016-08-15,74.0,72.05999755859375,72.52999877929688,73.62000274658203,226500.0,72.9595718383789
2016-08-16,73.76000213623047,72.7699966430664,73.45999908447266,72.79000091552734,256500.0,72.13700103759766
2016-08-17,72.7300033569336,71.66000366210938,72.7300033569336,72.08000183105469,326200.0,71.43338775634766
2016-08-18,73.13999938964844,71.94000244140625,72.08999633789062,73.05999755859375,258500.0,72.40460205078125
2016-08-19,73.73999786376953,72.01000213623047,72.73999786376953,73.41000366210938,219200.0,72.75145721435547
2016-08-22,73.30000305175781,72.0,73.01000213623047,73.08000183105469,199000.0,72.42442321777344
2016-08-23,74.52999877929688,73.4000015258789,73.5999984741211,74.18000030517578,178300.0,73.5145492553711
2016-08-24,74.61000061035156,71.83999633789062,73.95999908447266,71.93000030517578,506000.0,71.28473663330078
2016-08-25,73.80999755859375,71.0199966430664,71.61000061035156,73.5999984741211,359400.0,72.93975067138672
2016-08-26,74.37000274658203,72.72000122070312,73.81999969482422,73.80999755859375,219000.0,73.14786529541016
2016-08-29,74.91000366210938,73.70999908447266,73.98999786376953,73.87000274658203,157300.0,73.20732879638672
2016-08-30,74.72000122070312,73.5,74.0,74.4800033569336,213500.0,73.81185150146484
2016-08-31,75.0,73.4000015258789,74.2300033569336,74.58999633789062,213400.0,73.92086791992188
2016-09-01,74.95999908447266,71.86000061035156,74.62999725341797,73.6500015258789,384800.0,72.98930358886719
2016-09-02,75.91000366210938,74.33999633789062,74.36000061035156,75.0,190900.0,74.32720184326172
