Date,High,Low,Open,Close,Volume,Adj Close
2016-07-18,3.9000000953674316,3.680000066757202,3.740000009536743,3.890000104904175,34900,3.890000104904175
2016-07-19,4.090000152587891,3.7709999084472656,3.940000057220459,3.8550000190734863,32700,3.8550000190734863
2016-07-20,3.941999912261963,3.7100000381469727,3.75,3.819999933242798,20000,3.819999933242798
2016-07-21,3.821000099182129,3.740000009536743,3.821000099182129,3.819999933242798,17900,3.819999933242798
2016-07-22,3.819999933242798,3.700000047683716,3.7899999618530273,3.7699999809265137,21300,3.7699999809265137
2016-07-25,3.8299999237060547,3.7200000286102295,3.8299999237060547,3.799999952316284,8200,3.799999952316284
2016-07-26,3.819999933242798,3.7300000190734863,3.7799999713897705,3.7899999618530273,2400,3.7899999618530273
2016-07-27,3.9800000190734863,3.7300000190734863,3.7300000190734863,3.819999933242798,31700,3.819999933242798
2016-07-28,3.9700000286102295,3.759999990463257,3.8399999141693115,3.9100000858306885,12500,3.9100000858306885
2016-07-29,3.990000009536743,3.75,3.9700000286102295,3.9600000381469727,18000,3.9600000381469727
2016-08-01,4.178999900817871,3.9200000762939453,3.9700000286102295,4.098999977111816,27700,4.098999977111816
2016-08-02,4.199999809265137,3.9800000190734863,4.099999904632568,4.050000190734863,40200,4.050000190734863
2016-08-03,4.159999847412109,3.9189999103546143,4.159999847412109,3.9690001010894775,9500,3.9690001010894775
2016-08-04,4.111999988555908,3.809999942779541,3.880000114440918,3.9800000190734863,43300,3.9800000190734863
2016-08-05,4.079999923706055,3.8589999675750732,4.078999996185303,3.9700000286102295,10700,3.9700000286102295
2016-08-08,4.119999885559082,3.859999895095825,4.110000133514404,3.9000000953674316,3400,3.9000000953674316
2016-08-09,4.03000020980835,3.8399999141693115,3.9000000953674316,3.990000009536743,13200,3.990000009536743
2016-08-10,4.320000171661377,3.890000104904175,4.059999942779541,3.9800000190734863,7600,3.9800000190734863
2016-08-11,4.070000171661377,3.8399999141693115,4.070000171661377,3.890000104904175,11900,3.890000104904175
2016-08-12,4.090000152587891,3.559999942779541,4.090000152587891,3.880000114440918,55400,3.880000114440918
2016-08-15,3.888000011444092,3.749000072479248,3.825000047683716,3.799999952316284,10600,3.799999952316284
2016-08-16,3.9059998989105225,3.5999999046325684,3.9059998989105225,3.747999906539917,24100,3.747999906539917
2016-08-17,4.0,3.640000104904175,3.700000047683716,3.7300000190734863,25300,3.7300000190734863
2016-08-18,3.9570000171661377,3.7100000381469727,3.9570000171661377,3.799999952316284,7600,3.799999952316284
2016-08-19,3.990000009536743,3.369999885559082,3.799999952316284,3.609999895095825,77600,3.609999895095825
2016-08-22,3.700000047683716,3.563999891281128,3.700000047683716,3.6500000953674316,800,3.6500000953674316
2016-08-23,3.6700000762939453,3.430000066757202,3.5999999046325684,3.6700000762939453,22700,3.6700000762939453
2016-08-24,3.6500000953674316,3.4600000381469727,3.640000104904175,3.630000114440918,16800,3.630000114440918
2016-08-25,3.638000011444092,3.430000066757202,3.5,3.509999990463257,24600,3.509999990463257
2016-08-26,3.700000047683716,3.3499999046325684,3.700000047683716,3.390000104904175,14900,3.390000104904175
2016-08-29,3.5,3.299999952316284,3.5,3.4200000762939453,19900,3.4200000762939453
2016-08-30,3.4779999256134033,3.3399999141693115,3.4779999256134033,3.4000000953674316,12700,3.4000000953674316
2016-08-31,3.5,3.259999990463257,3.5,3.430000066757202,10300,3.430000066757202
2016-09-01,3.5,3.260999917984009,3.5,3.390000104904175,19500,3.390000104904175
2016-09-02,3.5,3.259999990463257,3.5,3.359999895095825,14300,3.359999895095825
2016-09-06,3.490000009536743,3.2300000190734863,3.490000009536743,3.369999885559082,34700,3.369999885559082
2016-09-07,3.509999990463257,3.240000009536743,3.509999990463257,3.4100000858306885,78700,3.4100000858306885
2016-09-08,3.490000009536743,3.240000009536743,3.240000009536743,3.390000104904175,27200,3.390000104904175
2016-09-09,3.490000009536743,3.299999952316284,3.490000009536743,3.369999885559082,14400,3.369999885559082
2016-09-12,3.433000087738037,2.9000000953674316,3.190000057220459,2.930000066757202,158100,2.930000066757202
2016-09-13,3.25,2.200000047683716,3.2300000190734863,2.2799999713897705,356000,2.2799999713897705
2016-09-14,2.569999933242798,2.0999999046325684,2.299999952316284,2.2100000381469727,286900,2.2100000381469727
